"datasetIdentifierCode","title","MD_DataIdentificationCitationAnchor","organisation","electronicMailAddress","metadataStandardVersion"
"fe0e1e5f-512f-4bb1-bbf8-4028d3dfa24f","Schelpdierpercelen","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/fe0e1e5f-512f-4bb1-bbf8-4028d3dfa24f","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, BeheerPDOK@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"c3c004ad-5387-4b00-a225-9afbcaa5d31b","Geluidkaart hoofdspoornet 2016 (Lden)","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsc3c004ad-5387-4b00-a225-9afbcaa5d31b","Ministerie van IenW","[sylvia.koolmees@minienw.nl, sylvia.koolmees@minienw.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"83dab947-387b-49df-8ad2-32bb10d46d38","Geluidkaart Schiphol 2016 (Lden)","https://www.nationaalgeoregister.nl/geonetwork/srv/api/records83dab947-387b-49df-8ad2-32bb10d46d38","Ministerie van IenW","[sylvia.koolmees@minienw.nl, sylvia.koolmees@minienw.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"b6ee58a1-b097-4c6d-8600-eb81efc1468c","Productie/industrie-inrichtingen (o.b.v. SBI-codes) uit {Risico Register Gevaarlijke stoffen (RRGS)}","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=b6ee58a1-b097-4c6d-8600-eb81efc1468c","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"3387ef8a-9237-453a-aa4e-585d1e193550","Nationaal Beschermde Gebieden (CDDA) (INSPIRE geharmoniseerd)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/3387ef8a-9237-453a-aa4e-585d1e193550","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"88f76a94-ee4d-4e0c-9fde-91b692403e39","Natuurbranden","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=88f76a94-ee4d-4e0c-9fde-91b692403e39","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"df5ee213-e1bd-433b-80f7-4ea20f493ca8","Zwemwaterkwaliteit (provinciaal en Rijkswateren) uit {Zwemwaterregister}","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=df5ee213-e1bd-433b-80f7-4ea20f493ca8","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"34e6165f-1269-48d1-b255-0f05d163d692","Geluidszones rondom bedrijventerreinen zowel provinciaal als gemeentelijk","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=34e6165f-1269-48d1-b255-0f05d163d692","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"0f128799-cf18-4b37-a721-e62b068191f5","Gebiedsbeheer, gebieden waar beperkingen gelden, gereguleerde gebieden en rapportage-eenheden - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=0f128799-cf18-4b37-a721-e62b068191f5","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"998ba1dc-f6a6-49a3-a021-51f30d9b1d0e","Wet Ammoniak en Veehouderij gebieden","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=998ba1dc-f6a6-49a3-a021-51f30d9b1d0e","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"b59f06c0-dce5-11e3-9c10-901b0e19e163","Aardbevingen Nederland (KNMI)","https://www.nationaalgeoregister.nl/geonetwork/srv/api/records49807edc-0007-41aa-8809-d381f6713de4","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl, datacentrum@knmi.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"8b0b02a0-1e1b-4cda-bcfe-6fa0f738e38f","Emissies naar het riool in 2011 vanuit de industrie","https://data.rivm.nl/inspire/id#e6ddc53d-04c4-435d-bedd-a5ace2dc0313","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"a1960e70-22f4-4fd9-91a8-b605c6ceda3e","Kaderrichtlijn Water - Oppervlaktewaterlichamen Nederland EU2015 riviernetwerk","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/a1960e70-22f4-4fd9-91a8-b605c6ceda3e","Informatiehuis Water","[servicedesk@ihw.nl, servicedesk@ihw.nl, , servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"d24ccb35-e9d2-41bf-b231-43083fc0c76d","LCP emissies (Richtlijn Industriële emissies) 2016","https://data.rivm.nl/inspire/id#6941b1f2-7ee6-4a1d-9cba-9071e3ca6cb3","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"24de356e-ec4d-4a18-9903-6401d222b77c","Vergunningen Mijnbouwwet onder INSPIRE","https://nationaalgeoregister.nl/geonetwork/srv/resources8bdf76b6-c9c9-4011-a7bc-022ae14a4024","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl, info@dinoloket.nl]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"f2f86edf-ac3a-48e8-9292-0544da2d7645","Emissies naar het riool in 2015 vanuit de industrie","https://data.rivm.nl/inspire/id#64d546c9-71d4-4c84-a04c-61c5d0734f65","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"36a7e8cb-8300-4602-93d2-135943365a6f","Monitoring stations (Nitraatrichtlijn) diepe filters","https://data.rivm.nl/inspire/id#36a7e8cb-8300-4602-93d2-135943365a6f","no organisationName found in dataset record","[geodata@rivm.nl, , geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"4961d305-fbb5-426a-9ba3-53e1ca5f3b18","Nationale Parken","no MD_DataIdentificationCitationAnchor","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, info@minlnv.nl, , , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"afc450bd-65b3-4e59-b0fb-619869bf6ada","Landelijk grondwaterregister - Faciliteiten voor productie en industrie","no MD_DataIdentificationCitationAnchor","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"6c1cf452-8c62-4046-99ab-640a5e184f9c","Geologisch booronderzoek onder INSPIRE","https://nationaalgeoregister.nl/geonetwork/srv/resources7d4d5090-8b18-4c30-a07a-9d738039112f","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl, info@dinoloket.nl]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"28c4780a-1a44-4376-b283-14a50a481729","Habitatrichtlijn verspreiding van soorten","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/28c4780a-1a44-4376-b283-14a50a481729","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, GeoDesk.CGI@wur.nl, geodatabeheer.giscc@rvo.nl, beheerPDOK@kadaster.nl, , , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"e536d943-ecff-4d7a-9500-cc31a263a6af","Publiekrechtelijke beperkingen","http://kadaster/e2318c58-b1e6-4621-9c77-33b8a1fd0124","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"f91c6ad6-62a5-46d0-8a5b-8a62e7a4b833","Gemeten Stikstofmonoxide concentraties in buitenlucht.","https://data.rivm.nl/inspire/id#b867ba72-5a7c-41fe-b997-394b56dfbd25","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"5c37d29a-006d-4136-8989-adfc35a1d4a7","Wijk- en Buurtkaart 2019 versie 2","https://www.cbs.nl/nl-nl/dossier/nederland-regionaal/geografische-data/wijk-en-buurtkaart-2019","Centraal Bureau voor de Statistiek","[infoservice@cbs.nl, infoservice@cbs.nl, infoservice@cbs.nl, , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"500d396f-5ec6-4e4b-a151-5fb3cddd8082","Gemeten Zwaveldioxide concentraties in buitenlucht.","https://data.rivm.nl/inspire/id#440c4a06-6924-4f9c-a9e2-6f61340f711b","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"247a1d15-0a67-40ce-85be-1403c08f15a8","Nationale Parken (INSPIRE Geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/247a1d15-0a67-40ce-85be-1403c08f15a8","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, info@minlnv.nl, , , ]","Nederlandse metadata profiel op ISO 19115 voor geografie 1.3"
"4783ea4f-6b8c-4600-8af0-516f3556cfe9","Kaderrichtlijn Water - Register Beschermd Gebied - Schelpdierwater 2008","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/4783ea4f-6b8c-4600-8af0-516f3556cfe9","Rijkswaterstaat","[servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl, , servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"b3ec8793-7747-4da0-b6c3-aa384446a586","Gemeten Fijn stof concentraties in buitenlucht.","https://data.rivm.nl/inspire/id#a3095f95-0ec7-46ff-ae14-ce2173e8fafa","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"d8f370e8-123c-4ab3-9410-04f728327ac6","Gemeten Ozon concentraties in buitenlucht.","https://data.rivm.nl/inspire/id#fd9c4f87-026e-4681-8d94-9702f3c83078","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"3d59fd06-9aec-4744-91e7-65e119f74569","Mossel- en oesterhabitats (AS IS)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/3d59fd06-9aec-4744-91e7-65e119f74569","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, info@wur.nl, BeheerPDOK@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"733559a5-201d-40e5-ad43-d1c7bae84d9f","Gemeten Stikstofdioxide concentraties in buitenlucht.","https://data.rivm.nl/inspire?id#505e9f1e-84bc-4856-9771-4295db998bb6","RIVM","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"68ebd5c9-0ea1-4f22-9907-ec4c063cd3e2","Landelijk zoet en zoutwatermeetnet - Rijkswaterstaat","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/68ebd5c9-0ea1-4f22-9907-ec4c063cd3e2","Rijkswaterstaat","[servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl, , servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"dff9c760-1380-11eb-adc1-0242ac120002","BRO - Grondwatermonitoring (GAR, GLD, GMN, GMW) onder INSPIRE","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=dff9c760-1380-11eb-adc1-0242ac120002","TNO Geologische Dienst Nederland","[support@broservicedesk.nl, support@broservicedesk.nl, beheerPDOK@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"d3c9efd6-fca7-49d6-92bb-5f507abece90","Gemeten Ammoniak concentraties in buitenlucht.","https://data.rivm.nl/inspire/id#4504a4b2-3179-44b3-a5a9-b67b693c514d","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"3703b249-a0eb-484e-ba7a-10e31a55bcec","Invasieve Exoten (INSPIRE Geharmoniseerd)","https://www.nationaalgeoregister.nl/geonetwork/srv/api/records3703b249-a0eb-484e-ba7a-10e31a55bcec","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, Geodatabeheer.GISCC@rvo.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"af135cd8-d429-4fc7-b9e3-09e15217520d","Gemeten fijnere fractie van Fijn stof concentraties in buitenlucht.","https://data.rivm.nl/inspire/id#df9bc66f-941b-4c38-a104-1b8d940a53db","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"5800f3b0-2ea2-4231-8165-216a7b26867f","Gemeten Koolstofmonoxide concentraties in buitenlucht.","https://data.rivm.nl/inspire/id#a3b9f437-f571-4a00-b3c3-58e4354c244f","RIVM","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"ror-9d8e-4758-83fx-28b057f185e1","Richtlijn Overstromingsrisico - gebieden met Potentieel Significant Overstromingsrisico EU2018 vlakken","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/ror-9d8e-4758-83fx-28b057f185e1","Rijkswaterstaat","[servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl, , servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"562127a6-0381-46b3-9ed7-10e61ec5ecb5","BRO - Bodemkundig booronderzoek (BHR-P)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=562127a6-0381-46b3-9ed7-10e61ec5ecb5","TNO Geologische Dienst Nederland","[support@broservicedesk.nl, support@broservicedesk.nl, beheerPDOK@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"5a1adb58-0bbe-425d-b0fe-577a6c0a4228","Actueel Hoogtebestand Nederland 1 (AHN1)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/5a1adb58-0bbe-425d-b0fe-577a6c0a4228","Rijkswaterstaat","[servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl, , servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"c7d8d77b-8c47-4309-8c58-9b12b086407f","Natuurnetwerk Nederland","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=c7d8d77b-8c47-4309-8c58-9b12b086407f","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"cc408b2d-09a6-4b2b-9aa3-b46bfe2f00a5","Stiltegebieden","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=cc408b2d-09a6-4b2b-9aa3-b46bfe2f00a5","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"71c2b7d2-a1a8-4836-b8d4-7247d331b04d","CBS Provincies 2012","http://geodata.nationaalgeoregister.nl/cbsprovincies/extract/cbsprovincies.zip","Centraal Bureau voor de Statistiek","[infoservice@cbs.nl, infoservice@cbs.nl, infoservice@cbs.nl, , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"0d6ccccc-7cfb-4eaa-8dc5-8b433d19b121","Landbouwbedrijven","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/0d6ccccc-7cfb-4eaa-8dc5-8b433d19b121","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, gegevensvragenASB@rvo.nl, gegevensvragenASB@rvo.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"73ec579e-c906-433a-b0b6-d3aa33421558","Luchtvaartinformatie","no MD_DataIdentificationCitationAnchor","Luchtverkeersleiding Nederland (LVNL)","[AIS@LVNL.NL, AIS@LVNL.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 1.2"
"88a3c1ae-902e-4efa-8663-ddd836101929","Werelderfgoed","http://services.rce.geovoorziening.nl/www/download/nl.xml","Rijksdienst voor het Cultureel Erfgoed","[info@cultureelerfgoed.nl, info@cultureelerfgoed.nl, info@cultureelerfgoed.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"1a40eb6f-4f33-4e15-a0b1-2d350ad2636e","Geografische Namen (INSPIRE geharmoniseerd)","http://kadaster/3bf3f7f3-8ac9-4203-bb95-2c932d5f0f3e","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"3eebf700-5abf-42e4-826c-03cfb497e366","Vervoersnetwerken","http://kadaster/06b6c650-cdb1-11dd-ad8b-0800200c9a75","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"64ff8561-5c56-4cc1-ae0e-94366fb70b7e","Luchtfoto 2019 25cm RGB open data","http://kadaster/2482250f-3b00-4439-9f93-f3118229b023","Kadaster","[PPB-GVA@kadaster.nl, info@hetwaterschapshuis.nl, kcc@kadaster.nl, , , , , , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"f44dac86-2228-412f-8355-e56446ca9933","Eemsmonding volgens het Eems-Dollardverdrag","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsf44dac86-2228-412f-8355-e56446ca9933","no organisationName found in dataset record","[data@hydro.nl, data@hydro.nl, data@hydro.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"be6551de-a709-4c6d-a5e2-f63f0cf038ba","Amplitude van het getij","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsbe6551de-a709-4c6d-a5e2-f63f0cf038ba","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","[data@hydro.nl, data@hydro.nl, data@hydro.nl, ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"9ed6b8ed-254a-4745-a09a-3b57137d1b69","Luchtfoto 2019 25cm CIR open data","http://kadaster/2482250f-3b00-4439-9f93-f3118229b024","Kadaster","[PPB-GVA@kadaster.nl, info@hetwaterschapshuis.nl, kcc@kadaster.nl, , , , , , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"7f5d7945-8fa8-4d36-be4c-2fdb3c7d613b","Luchtfoto 2018 25cm CIR open data","http://kadaster/2482250f-3b00-4439-9f93-f3118229b021","Kadaster","[PPB-GVA@kadaster.nl, info@hetwaterschapshuis.nl, kcc@kadaster.nl, , , , , , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"f1d27179-36eb-4376-8048-f51d2eb23a09","Nederlands deel PSSA Waddenzee","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsf1d27179-36eb-4376-8048-f51d2eb23a09","no organisationName found in dataset record","[data@hydro.nl, data@hydro.nl, data@hydro.nl, , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"uwwtd-9d8e-4758-83fa-28b057f185e3","Richtlijn Stedelijk Afvalwater - rioolwaterzuiveringsinstallaties Nederland EU2015","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/uwwtd-9d8e-4758-83fa-28b057f185e3","Rijkswaterstaat","[servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl, , servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"bb11be63-bd38-4632-bf54-df44c423a529","Territoriale Zee volgens UNCLOS - Noordzee","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsbb11be63-bd38-4632-bf54-df44c423a529","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","[data@hydro.nl, data@hydro.nl, data@hydro.nl, , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"f0c1a66c-f2d4-4686-8aeb-d02d509a6b25","BRO Geotechnisch Sondeeronderzoek","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=f0c1a66c-f2d4-4686-8aeb-d02d509a6b25","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl, info@dinoloket.nl]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"e8b84fae-00b3-49c1-80c1-df8f69f64e8c","EEZ volgens UNCLOS - Noordzee","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordse8b84fae-00b3-49c1-80c1-df8f69f64e8c","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","[data@hydro.nl, data@hydro.nl, data@hydro.nl, , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"ad6caa40-89ab-47e3-85ab-3f8e32024a71","Emissies naar lucht en water in 2011 vanuit de industrie","https://data.rivm.nl/inspire/id#6e6bf543-e1e3-468d-afae-e88618ad9a65","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"14657c9b-91e4-4355-8563-2911ad0e78e4","Vervoersnetwerken - Gemeenschappelijke elementen (INSPIRE geharmoniseerd)","http://kadaster/7cdfa80a-cfbf-4324-978d-f1f141756b66","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"64c987ec-dce6-11e3-8563-901b0e19e163","Actuele synoptische weerwaarnemingen KNMI Nederland per 10 minuten (24 uur)","https://www.nationaalgeoregister.nl/geonetwork/srv/api/records1b2abd21-3084-4db7-ab49-46866b4aac2b","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl, datacentrum@knmi.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"93bdffb9-09c3-4c4f-9a55-cbb0f52837c4","Gecontroleerde klimatologische daggegevens KNMI Nederland","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"b90d988e-ef89-4fc7-bd1b-7a42571e09b5","Gecontroleerde klimatologische daggegevens KNMI Nederland","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"329867eb-9929-48c2-9cf8-fbad7bfe8841","(T) KNMI Netwerk van waarneemstations","no MD_DataIdentificationCitationAnchor","KNMI","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"3ad44dca-c0b2-4d61-a650-2cba6cce1061","(T) KNMI Aardbevingen Nederland  - INSPIRE Natural Harzards","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"789d404e-ce2f-4ac0-8182-ec04ed1fe954","Gecontroleerde klimatologische daggegevens KNMI Nederland","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"3645f08b-650f-49dc-8574-3fa6d69ef334","Gecontroleerde klimatologische daggegevens KNMI Nederland","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"a7f80170-185b-442e-afcb-1304dd437f61","Gecontroleerde klimatologische daggegevens KNMI Nederland","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"04a6b0c6-7c2c-4164-9e12-e5ac903ea837","Gecontroleerde klimatologische daggegevens KNMI Nederland","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"0ff6ca4a-4e0a-4b8c-9588-535842ca9f7b","Gecontroleerde klimatologische daggegevens KNMI Nederland","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
"49ab8bee-b467-486a-96ca-b950443c453a","Beschermde gebieden - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=49ab8bee-b467-486a-96ca-b950443c453a","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
